path,classification,subsystem,size_bytes,line_count,public_entry_points,outgoing_dependencies,side_effect_categories,test_reference_count,indexed,review_status,phase_b_required
backend/tests/test_redaction.py,test,backend-tests,707,26,test_header_secrets_are_redacted_for_colon_and_assignment_delimiters,__future__;jarvis_gpt.redaction,,0,true,subsystem-review,false
backend/tests/test_runtime_lease.py,test,backend-tests,5230,153,test_primary_runtime_lease_is_exclusive_and_crash_safe;test_primary_runtime_lease_survives_lockfile_unlink_and_recreate;test_primary_runtime_lease_survives_state_directory_replacement;test_mutating_cli_fails_closed_while_api_primary_is_live;test_mutating_cli_acquires_lease_before_storage_migration;test_read_only_cli_runtime_skips_migration_and_rejects_writes;test_mutating_cli_bootstraps_primary_executive_and_kernel_recovery,__future__;jarvis_gpt.cli;jarvis_gpt.config;jarvis_gpt.runtime_lease;jarvis_gpt.storage;json;os;pytest;sqlite3;sys,persistence,0,true,subsystem-review,false
backend/tests/test_shop_registry.py,test,backend-tests,1826,49,test_shop_registry_recognizes_wildberries_spellings_and_short_aliases;test_shop_registry_recognizes_other_localized_marketplaces;test_shop_registry_uses_token_boundaries_and_builds_search_urls;test_shop_registry_returns_multiple_sources_in_textual_order,jarvis_gpt.shop_registry,,0,true,subsystem-review,false
backend/tests/test_shop_routing.py,test,backend-tests,34194,893,test_shop_key_and_helpers;test_wildberries_superlative_is_a_structured_catalog_request;test_store_mentions_without_catalog_intent_stay_in_general_research;test_terse_named_shop_product_queries_route_to_catalog;test_price_constraints_do_not_capture_product_specs;test_constraints_and_delivery_location_are_removed_from_catalog_subject;test_ranking_clauses_do_not_narrow_the_catalog_query;test_product_names_are_not_mistaken_for_ranking_criteria;test_city_is_only_treated_as_delivery_context;test_format_shop_search_answer_lists_cheapest_first;test_format_shop_search_answer_names_nearest_target_instead_of_cheapest;test_format_non_price_comparison_refuses_unsupported_winner;test_format_non_price_comparison_requires_complete_evidence;test_format_ascending_non_price_comparison_uses_lowest_wording;test_shopping_dns_query_routes_to_shop_search_not_web_answer;test_exact_named_shop_request_bypasses_llm_and_chat_stream_match;test_wildberries_power_query_routes_to_typed_comparison;test_explicit_multi_shop_query_compares_every_named_catalog;test_multi_shop_nearest_price_applies_hard_cap_before_ranking;test_shop_search_needs_install_gives_actionable_message;test_shop_search_soft_failure_stays_honest_and_does_not_fall_back;test_shop_search_live_failure_reuses_only_recent_labelled_catalog_cache;test_shop_failure_never_relabels_generic_or_lookalike_results_as_verified,__future__;asyncio;dataclasses;datetime;jarvis_gpt.agent;jarvis_gpt.config;jarvis_gpt.event_bus;jarvis_gpt.llm;jarvis_gpt.models;jarvis_gpt.storage,persistence,0,true,subsystem-review,false
backend/tests/test_shop_search.py,test,backend-tests,45420,1321,test_shop_search_url_templates_and_aliases;test_dns_price_sort_is_reapplied_after_redirect;test_city_label_from_dns_cookie;test_extract_catalog_items_from_dns_like_grid;test_dns_heuristic_parser_rejects_priced_catalog_recipe_links;test_wildberries_parser_uses_real_product_cards_and_rejects_search_links;test_power_ranking_converts_units_and_ignores_range_numbers;test_power_parser_distinguishes_megawatts_and_milliwatts;test_data_rate_parser_distinguishes_bytes_bits_and_not_storage_capacity;test_non_price_result_does_not_claim_winner_without_comparable_metric;test_non_price_result_requires_two_comparable_cards_for_superlative;test_catalog_constraints_are_normalized_filtered_and_returned;test_wildberries_api_parser_preserves_price_stock_and_rating;test_wildberries_api_prefers_regular_product_price_over_wallet_discount;test_catalog_search_uses_neutral_query_plus_optional_recall_variant;test_rank_catalog_items_cheapest_first_and_unpriced_last;test_rank_catalog_items_prefers_purchasable_product_over_cheaper_analog;test_non_price_ranking_prioritizes_metric_before_unknown_stock;test_rating_ranking_accounts_for_review_volume;test_catalog_stock_does_not_treat_not_in_stock_as_positive_substring;test_catalog_query_filter_drops_cheaper_neighbour_models_and_category_links;test_catalog_query_filter_matches_joined_and_split_model_tokens;test_catalog_query_filter_keeps_requested_brand_strict;test_catalog_query_filter_keeps_requested_model_qualifier_strict;test_catalog_query_filter_ignores_inflected_product_category_word;test_dns_shop_search_uses_stable_chrome_without_known_bad_headless_probe;test_dns_stable_navigation_failure_is_not_reported_as_browser_unavailable;test_shop_browser_context_loads_and_persists_per_shop_storage_state;test_dns_persistent_profile_keeps_proxy_and_falls_back_on_slow_close;test_wildberries_api_candidates_survive_browser_enrichment_failure;test_wildberries_retries_api_after_incomplete_browser_result;test_shop_search_result_shape;test_catalog_from_jsonld_itemlist;test_catalog_from_jsonld_ranks_in_stock_offer_before_cheaper_out_of_stock;test_web_shop_search_tool_registered_safe;test_web_shop_search_requires_query_and_shop;test_web_shop_search_rejects_unregistered_or_mismatched_urls;test_web_shop_search_degrades_without_browser;test_web_shop_search_forwards_non_price_criterion_without_guessing;test_price_nearest_ranks_by_distance_and_reports_target;test_web_shop_search_singleflight_populates_exact_fresh_cache;test_web_shop_search_hydrates_fresh_cache_from_verified_tool_run;test_history_hydration_rejects_cached_run_and_preserves_original_live_timestamp;test_web_shop_search_returns_stale_verified_cache_after_live_failure;test_web_shop_search_singleflight_queue_wait_obeys_absolute_deadline;test_web_shop_search_does_not_start_live_browser_after_late_lock_acquire;test_web_shop_search_total_deadline_cancels_and_drains_live_call,__future__;asyncio;datetime;jarvis_gpt;jarvis_gpt.config;jarvis_gpt.llm;jarvis_gpt.storage;jarvis_gpt.tools;pytest;sys;types;urllib.parse,persistence,0,true,subsystem-review,false
backend/tests/test_smoke_script.py,test,backend-tests,3526,112,test_optional_nonzero_command_is_reported_failed;test_optional_missing_command_is_skipped_but_never_successful;test_optional_unreachable_http_is_skipped_but_never_successful;test_main_exit_ignores_optional_gap_but_reports_degraded;test_main_required_failure_sets_nonzero_exit,__future__;json;scripts;sys;types;urllib.error,network;process,0,true,subsystem-review,false
backend/tests/test_state_verification.py,test,backend-tests,19443,577,test_write_verification_restats_hashes_and_validates_json;test_invalid_config_syntax_fails_closed;test_explicit_syntax_assertion_fails_when_no_validator_exists;test_move_verification_binds_destination_to_pre_action_source_hash;test_yaml_syntax_validator_accepts_safe_document;test_yaml_syntax_validator_accepts_standard_merge_keys;test_config_validators_reject_ambiguous_documents;test_powershell_uses_fixed_parser_for_syntax;test_powershell_parser_rejects_invalid_syntax;test_file_hash_mismatch_is_detected_independently;test_read_verification_requires_regular_file;test_delete_verification_requires_observed_absence;test_process_exit_code_never_substitutes_for_postcondition;test_process_postcondition_requires_a_pre_execution_transition;test_preexisting_path_cannot_satisfy_a_fresh_process_run;test_preexisting_tcp_listener_cannot_satisfy_a_fresh_process_run;test_tcp_verification_opens_an_independent_socket;test_registry_set_verifies_value_and_kind_readback;test_registry_kind_mismatch_fails_even_when_value_matches;test_owned_process_termination_is_read_back_from_session_registry;test_interrupt_requires_explicit_owned_process_postcondition;test_safe_gate_allows_typed_non_destructive_write_after_preflight;test_safe_gate_fails_closed_for_read_outside_path_policy;test_safe_gate_validates_process_request_before_allowing_it;test_safe_gate_denies_delete_without_compare_and_swap_digest;test_safe_gate_issues_exact_one_use_permit_for_delete;test_safe_gate_repeats_preflight_when_permit_is_consumed;test_safe_gate_permit_is_atomic_under_concurrent_consumers;test_safe_gate_blocks_critical_path_without_explicit_exception;test_safe_gate_treats_move_source_as_a_mutated_critical_path;test_safe_gate_critical_exception_still_requires_dry_run_permit;test_safe_gate_permit_binds_critical_move_source_snapshot,__future__;asyncio;concurrent.futures;dataclasses;hashlib;jarvis_gpt;jarvis_gpt.execution_actions;jarvis_gpt.execution_process;jarvis_gpt.state_verification;os;pathlib;pytest,persistence;process,0,true,subsystem-review,false
backend/tests/test_tools.py,test,backend-tests,165234,4602,test_operator_turn_authorization_is_exact_and_single_use;test_tool_registry_runs_memory_tools;test_tool_run_storage_redacts_secrets;test_tool_registry_redacts_generic_secrets_in_response_and_persistence;test_system_inspect_runs_read_only_wmi_query;test_system_inspect_runs_bounded_process_top;test_system_inspect_refuses_desktop_mutating_action;test_system_inspect_can_capture_screen_to_cache;test_system_inspect_is_a_safe_autonomous_tool;test_persona_insight_tool_learns_deduplicates_and_validates;test_filesystem_tool_stays_inside_allowed_roots;test_filesystem_write_text_is_sandboxed_and_gated;test_documents_tools_read_compare_and_plan_paths;test_documents_tools_use_file_id_and_create_edited_copy;test_documents_inspect_reads_xlsx_by_path;test_raw_host_bridge_execute_is_not_model_facing;test_windows_native_is_gated_and_uses_winapi_wmi;test_windows_native_process_launch_requires_independent_pid_verification;test_windows_native_process_start_uses_typed_empty_argv;test_windows_native_process_start_preserves_nonempty_argv;test_windows_native_process_view_payload_is_strict;test_windows_native_process_response_payload_redacts_split_and_url_secrets;test_windows_native_screen_capture_payload_is_structured;test_browser_open_requires_approval_and_validates_after_override;test_browser_policy_and_open_many;test_browser_chrome_status_uses_local_cdp;test_browser_read_is_gated_and_uses_chrome_session;test_browser_read_reports_human_verification;test_browser_scroll_loads_lazy_page_after_review;test_browser_chrome_launch_uses_dedicated_profile;test_browser_click_is_gated_and_saves_evidence;test_browser_click_accepts_semantic_target;test_browser_type_blocks_sensitive_target_without_opt_in;test_web_fetch_blocks_private_addresses;test_web_fetch_reads_public_text;test_web_fetch_flags_prompt_injection_text;test_web_download_stores_file_in_quarantine;test_web_download_refuses_oversized_content_length;test_web_download_inspect_reports_zip_entries;test_web_extract_uses_saved_evidence;test_web_extract_reads_schema_org_metadata;test_web_verify_scores_saved_evidence;test_web_research_pipeline_returns_citations;test_web_archive_fetches_latest_wayback_snapshot;test_web_research_uses_archive_after_blocked_live_source;test_russian_news_inference_uses_bounded_moscow_window_and_safe_timezone_fallback;test_web_answer_news_uses_dated_rss_articles_when_search_returns_sections;test_web_answer_news_requires_dated_evidence_for_every_requested_day;test_web_answer_news_does_not_treat_body_or_modified_dates_as_publication;test_web_answer_news_rejects_too_wide_window_before_network;test_web_answer_news_fails_closed_when_only_undated_or_old_sources_exist;test_web_answer_expands_queries_and_ranks_sources;test_web_answer_uses_grounded_llm_synthesis;test_web_answer_rejects_ungrounded_llm_synthesis;test_web_answer_uses_answer_cache;test_web_answer_diversifies_domains;test_web_answer_site_specific_blocked_returns_direct_link;test_web_answer_direct_link_terms_drop_noisy_shopping_words;test_web_answer_relevance_handles_utf8_russian_shopping_terms;test_web_answer_caches_direct_store_search_link;test_web_answer_weak_shopping_source_keeps_dns_search_link;test_web_crawl_follows_bounded_same_site_links;test_web_crawl_respects_depth_and_follow_filters;test_web_transcript_extracts_youtube_caption;test_web_eval_scores_answer_cases;test_web_eval_default_catalog_is_broader;test_internet_search_api_status_masks_keys_and_reads_stats;test_web_transcript_reports_local_whisper_unavailable;test_web_document_read_reads_quarantined_text;test_web_document_read_refuses_large_quarantine_file;test_internet_observability_summarizes_handoff_and_runs;test_internet_smoke_reports_live_checks;test_browser_session_diagnose_prefers_active_handoff;test_web_fetch_uses_ttl_cache;test_web_fetch_detects_cookie_consent_wall;test_web_rate_limit_blocks_domain_budget;test_web_fetch_marks_forbidden_pages_as_blocked;test_public_network_backend_pins_to_validated_ip;test_web_render_uses_isolated_headless_browser;test_web_render_can_scroll_headless_page;test_web_render_marks_forbidden_dom_as_blocked;test_web_search_parses_public_results;test_bing_parser_unwraps_ck_redirect_urls;test_web_search_falls_back_to_evidence_cache_on_provider_failure;test_web_search_cache_rejects_irrelevant_shopping_results;test_web_search_uses_region_freshness_pagination_and_yandex;test_web_search_uses_brave_api_provider;test_web_search_uses_serper_vertical_endpoint;test_docker_ps_parses_compact_container_list;test_docker_logs_restricts_non_jarvis_containers;test_dispatcher_tools_are_safe_or_gated;test_system_inspect_screen_capture_ignores_operator_supplied_path;test_public_browser_navigation_blocks_private_metadata_and_lan_per_hop;test_negation_aware_verifier_does_not_support_a_debunked_claim;test_search_evidence_cache_rejects_one_generic_overlapping_term;test_web_search_streaming_response_honors_shared_network_byte_budget;test_web_search_never_returns_provider_credentials_in_errors;test_deep_research_fetches_sources_in_bounded_parallel;test_public_observability_helper_does_not_record_itself,__future__;asyncio;base64;httpx;ipaddress;jarvis_gpt.browser_cdp;jarvis_gpt.config;jarvis_gpt.document_runtime;jarvis_gpt.ingest;jarvis_gpt.llm;jarvis_gpt.models;jarvis_gpt.storage;jarvis_gpt.tools;json;pathlib;pytest;types;zipfile,network;persistence;process,0,true,subsystem-review,false
backend/tests/test_verification.py,test,backend-tests,18273,440,test_parse_verdict_accepts_fenced_json_and_rejects_garbage;test_chat_answer_repaired_after_failed_self_check;test_slow_self_check_does_not_block_the_ready_draft;test_chat_answer_passes_self_check_unchanged;test_verification_respects_policy_opt_out;test_stream_answer_gets_correction_addendum;test_mission_step_report_revised_by_self_check;test_offline_mission_blocks_without_synthetic_report;test_mission_report_and_retrieved_data_never_become_system_instructions;test_deterministic_mission_report_lists_steps;test_arbiter_asks_clarifying_question_instead_of_guessing,__future__;asyncio;jarvis_gpt.agent;jarvis_gpt.cognitive_memory;jarvis_gpt.config;jarvis_gpt.event_bus;jarvis_gpt.llm;jarvis_gpt.storage;jarvis_gpt.verification,persistence,0,true,subsystem-review,false
backend/tests/test_web_coverage.py,test,backend-tests,15324,457,test_parse_feed_entries_rss_and_atom;test_parse_feed_entries_rejects_garbage;test_web_feed_tool_returns_entries_and_evidence;test_web_archive_reads_wayback_snapshot;test_web_archive_reports_missing_snapshot;test_web_weather_formats_russian_report;test_weather_route_prefers_open_meteo_tool;test_web_watch_add_list_remove_and_limit;test_web_watch_job_baseline_then_change;test_web_watch_job_kind_is_persisted,__future__;asyncio;httpx;ipaddress;jarvis_gpt.agent;jarvis_gpt.autonomy_executor;jarvis_gpt.config;jarvis_gpt.event_bus;jarvis_gpt.experience;jarvis_gpt.learning;jarvis_gpt.llm;jarvis_gpt.operations;jarvis_gpt.storage;jarvis_gpt.tools;json,network,0,true,subsystem-review,false
backend/tests/test_web_orchestrator.py,test,backend-tests,4879,138,test_web_modes_are_explicit_and_deadlines_are_hard_capped;test_shared_orchestrator_enforces_global_parallelism_and_operation_budget;test_shopping_analysis_filters_paid_seo_and_extracts_real_technical_negatives;test_shopping_analysis_rejects_unfetched_snippet_without_price_or_review_signal,__future__;asyncio;jarvis_gpt.web_orchestrator;pytest,,0,true,subsystem-review,false
backend/tests/test_web_surfer_adapter.py,test,backend-tests,27496,739,FakeWebSurfer;test_worker_pidfd_tracking_is_bounded_and_prunes_stale_handles;test_container_pid_one_is_a_valid_worker_parent_guard;test_injected_service_invokes_only_public_modes_and_normalizes_results;test_direct_service_injection_requires_explicit_test_boundary;test_dynamic_module_service_and_clean_unavailable_result;test_signature_result_and_mode_validation_fail_closed;test_shopping_target_policy_rejects_non_public_destinations;test_contract_missing_method_is_unavailable_and_timeouts_are_bounded;test_test_only_in_process_mode_opens_circuit_for_cancellation_resistance;test_sync_service_contract_is_rejected_without_starting_threads;test_adapter_redacts_secrets_in_results_and_errors;test_installed_module_runs_in_resident_worker_and_restarts_after_timeout;test_public_class_factory_lifecycle_runs_only_inside_worker;test_class_factory_contract_and_start_failures_are_closed;test_worker_import_timeout_and_caller_cancellation_are_contained;test_worker_timeout_kills_spawned_child_tree;test_worker_timeout_kills_descendant_that_escaped_process_group;test_worker_close_kills_returned_descendant_that_escaped_process_group;test_worker_close_kills_double_forked_daemon_descendant;test_unexpected_supervisor_exit_kills_service_and_escaped_descendant;test_worker_close_is_idempotent_and_survives_repeated_cancellation;test_active_worker_requires_awaited_close_inside_running_loop;test_worker_generation_dies_when_parent_runtime_is_killed,__future__;asyncio;contextlib;ctypes;jarvis_gpt.web_surfer_adapter;jarvis_gpt.web_surfer_worker;os;pathlib;pytest;signal;subprocess;sys;time;types,network;persistence;process,0,true,subsystem-review,false
backend/tests/test_web_surfer_integration.py,test,backend-tests,4707,139,test_unprobed_or_missing_black_box_is_not_advertised_as_callable;test_black_box_operation_failure_is_not_reported_as_tool_success;test_agent_routes_web_scenarios_only_through_public_black_box_methods,__future__;asyncio;jarvis_gpt.agent;jarvis_gpt.config;jarvis_gpt.llm;jarvis_gpt.storage;jarvis_gpt.tools;jarvis_gpt.web_surfer_adapter,,0,true,subsystem-review,false
backend/tests/web_worker_bad_class_fixture.py,test,backend-tests,768,30,JarvisWebSurfer,__future__;os;pathlib,persistence,1,true,subsystem-review,false
backend/tests/web_worker_class_fixture.py,test,backend-tests,1666,56,JarvisWebSurfer,__future__;os;pathlib,persistence,2,true,subsystem-review,false
backend/tests/web_worker_fixture.py,test,backend-tests,3860,104,fast_fact;deep_research;aggressive_shopping,__future__;os;subprocess;sys;time,persistence;process,10,true,subsystem-review,false
docker-compose.yml,config,deployment,5332,146,,,network;persistence;process,1,true,subsystem-review,false
docs/architecture.md,documentation,documentation,21767,201,,,network;persistence;process,23,true,subsystem-review,false
docs/assistant-notes.md,documentation,documentation,106266,1686,,,network;persistence;process,0,true,subsystem-review,false
docs/audit/00_READ_ME_FIRST_JARVIS_AUDIT_WORKFLOW.md,documentation,documentation,3279,72,,,,0,true,subsystem-review,false
docs/audit/01_JARVIS_REPOSITORY_ONLY_AUDIT_PROMPT.md,documentation,documentation,34510,842,,,network;persistence;process,0,true,subsystem-review,false
docs/audit/02_JARVIS_LIVE_MACHINE_AUDIT_PROMPT.md,documentation,documentation,45102,877,,,network;persistence;process,0,true,subsystem-review,false
docs/audit/02_JARVIS_LIVE_SYSTEM_AUDIT_PROMPT.md,documentation,documentation,41713,991,,,network;process,0,true,subsystem-review,false
docs/audit/02_SAFE_JARVIS_LIVE_MACHINE_AUDIT_PROMPT.md,documentation,documentation,8142,205,,,persistence;process,0,true,subsystem-review,false
docs/audit/03_JARVIS_SPARK_REMEDIATION_PROMPT.md,documentation,documentation,19081,385,,,process,0,true,subsystem-review,false
docs/audit/03_JARVIS_SPARK_REMEDIATION_PROMPT.txt,documentation,documentation,8577,140,,,process,0,true,subsystem-review,false
docs/audit/03_SAFE_JARVIS_SPARK_REMEDIATION_PROMPT.md,documentation,documentation,13525,330,,,persistence;process,0,true,subsystem-review,false
docs/audit/04_JARVIS_REMEDIATION_SAFETY_AND_ROLLBACK_PROTOCOL.md,documentation,documentation,26469,613,,,persistence;process,0,true,subsystem-review,false
docs/execution-capabilities.example.json,documentation,documentation,455,23,,,,0,true,subsystem-review,false
docs/runtime.md,documentation,documentation,106412,1223,,,network;persistence;process,118,true,subsystem-review,false
frontend/.dockerignore,config,frontend,62,7,,,,0,true,subsystem-review,false
frontend/.eslintrc.json,config,frontend,42,4,,,,0,true,subsystem-review,false
frontend/Dockerfile,config,frontend,646,22,,,,2,true,subsystem-review,false
frontend/app/globals.css,production,frontend,63598,3740,,,process,0,true,subsystem-review,true
frontend/app/jarvis-api/[...path]/route.ts,production,frontend,3576,119,,,persistence,30,true,subsystem-review,true
frontend/app/layout.tsx,production,frontend,456,19,,,,0,true,subsystem-review,false
frontend/app/page.tsx,production,frontend,205346,5827,,,network;persistence;process,40,true,subsystem-review,true
frontend/app/trace/[messageId]/page.tsx,production,frontend,8303,257,,,persistence,40,true,subsystem-review,true
frontend/next-env.d.ts,generated,frontend,247,7,,,,0,true,subsystem-review,false
frontend/next.config.mjs,production,frontend,281,15,,,,0,true,subsystem-review,false
frontend/package-lock.json,generated,frontend,33987,1057,,,process,0,true,subsystem-review,false
frontend/package.json,config,frontend,550,28,,,,12,true,subsystem-review,false
frontend/public/icon.svg,production,frontend,331,7,,,,0,true,subsystem-review,false
frontend/public/manifest.webmanifest,production,frontend,331,19,,,,5,true,subsystem-review,false
frontend/public/sw.js,production,frontend,2130,80,,,persistence,0,true,subsystem-review,true
frontend/tsconfig.json,config,frontend,639,37,,,,0,true,subsystem-review,false
jarvis-mono.cmd,script,launcher-runtime,75,4,,,,0,true,subsystem-review,false
jarvis-start.cmd,script,launcher-runtime,54,4,,,,0,true,subsystem-review,false
jarvis-stop.cmd,script,launcher-runtime,53,4,,,,0,true,subsystem-review,false
jarvis-turbo.cmd,script,launcher-runtime,76,4,,,,0,true,subsystem-review,false
jarvis.cmd,script,launcher-runtime,116,4,,,process,182,true,subsystem-review,false
jarvis.py,script,launcher-runtime,418,23,,__future__;pathlib;sys,,182,true,subsystem-review,false
pyproject.toml,config,repository,1134,52,,,network;process,4,true,subsystem-review,false
scripts/dev.ps1,script,launcher-runtime,1188,35,,,persistence;process,2,true,subsystem-review,false
scripts/dispatcher.ps1,script,launcher-runtime,1139,39,,,process,57,true,subsystem-review,false
scripts/doctor.ps1,script,launcher-runtime,263,17,,,,0,true,subsystem-review,false
scripts/init_runtime.ps1,script,launcher-runtime,483,22,,,process,0,true,subsystem-review,false
scripts/jarvis-launcher.ps1,script,launcher-runtime,62051,1863,,,persistence;process,2,true,subsystem-review,false
scripts/smoke.py,script,launcher-runtime,5347,181,main;run;http;tail;executable,__future__;argparse;json;os;pathlib;shutil;subprocess;sys;urllib.error;urllib.request,network;persistence;process,21,true,subsystem-review,false
scripts/windows_rpc_bridge.py,script,launcher-runtime,55687,1530,ActionValidationError;BridgeHandler;BridgeServer;execute_action;validate_action_request;powershell_path;powershell_command;redact_process_argv;trim_output;default_token_file;ensure_token;build_parser;main,__future__;argparse;base64;contextlib;hashlib;http.server;ipaddress;json;os;pathlib;re;secrets;shutil;socket;subprocess;tempfile;time;typing;urllib.parse,network;persistence;process,3,true,subsystem-review,false
uv.lock,generated,repository,202008,1022,,,network,0,true,subsystem-review,false
